seqnames,description,sample,counts,reads
NG_050302.1,"Escherichia coli CLSiS 3445/98 pblaTEM-93 blaTEM gene for class A extended-spectrum beta-lactamase TEM-93, complete CDS",17-26-A7D20,2,36086618
NG_050272.1,"Klebsiella pneumoniae blaTEM gene for class A extended-spectrum beta-lactamase TEM-52, complete CDS",17-26-A7D20,2,36086618
NG_050286.1,"Escherichia coli blaTEM gene for inhibitor-resistant class A broad-spectrum beta-lactamase TEM-77, complete CDS",17-26-A7D20,1,36086618
NG_050195.1,"Escherichia coli blaTEM gene for inhibitor-resistant class A extended-spectrum beta-lactamase TEM-151, complete CDS",17-26-A7D20,1,36086618
NG_050220.1,"Klebsiella pneumoniae HS-153 blaTEM gene for class A broad-spectrum beta-lactamase TEM-183, complete CDS",17-26-A7D20,2,36086618
NG_048266.1,"Streptococcus suis BM407 tet(O) gene for tetracycline resistance ribosomal protection protein Tet(O), complete CDS",17-26-A7D20,1,36086618
NG_048181.1,"Escherichia coli SE11 pSE11-1 tet(C) gene for tetracycline efflux MFS transporter Tet(C), complete CDS",17-26-A7D20,2,36086618
NG_050276.1,"Escherichia coli F4-Zhengzhou unnamed blaTEM gene for class A broad-spectrum beta-lactamase TEM-57, complete CDS",17-26-A7D20,1,36086618
NG_050224.1,"Proteus mirabilis 7001324 unnamed blaTEM gene for class A extended-spectrum beta-lactamase TEM-187, complete CDS",17-26-A7D20,1,36086618
NG_050253.1,"Neisseria gonorrhoeae IM4519 blaTEM gene for class A beta-lactamase TEM-220, complete CDS",17-26-A7D20,1,36086618
NG_048255.1,"Streptococcus pneumoniae SA40300 tet(O) gene for tetracycline resistance ribosomal protection protein Tet(O), complete CDS",17-26-A7D20,1,36086618
NG_050199.1,"Proteus mirabilis blaTEM gene for class A extended-spectrum beta-lactamase TEM-155, complete CDS",17-26-A7D20,1,36086618
NG_054696.1,"Escherichia coli CNR1655 blaTEM gene for class A beta-lactamase TEM-227, complete CDS",17-26-A7D20,1,36086618
NG_048303.1,"Streptococcus suis 33421 tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",17-26-A7D20,1,36086618
NG_050273.1,"Klebsiella pneumoniae BM2733 blaTEM gene for class A extended-spectrum beta-lactamase TEM-53, complete CDS",17-26-A7D20,1,36086618
NG_050213.1,"Capnocytophaga ochracea blaTEM gene for class A extended-spectrum beta-lactamase TEM-17, complete CDS",17-26-A7D20,1,36086618
NG_050187.1,"Salmonella enterica subsp. enterica serovar Derby str. D1 blaTEM gene for class A extended-spectrum beta-lactamase TEM-144, complete CDS",17-26-A7D20,1,36086618
NG_050298.1,"Klebsiella pneumoniae K28 pMG272 blaTEM gene for class A extended-spectrum beta-lactamase TEM-88, complete CDS",17-26-A7D20,1,36086618
NG_050230.1,"Acinetobacter baumannii 194 blaTEM gene for class A beta-lactamase TEM-194, complete CDS",17-26-A7D20,1,36086618
NG_047966.1,"Gemella haemolysans mef(A) gene for macrolide efflux MFS transporter Mef(A), complete CDS",17-26-A7D20,1,36086618
NG_048254.1,"Streptococcus mutans tet(O) gene for tetracycline resistance ribosomal protection protein Tet(O), complete CDS",17-26-A7D20,1,36086618
NG_047440.1,"Enterobacter cloacae pEC-IMP aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",17-26-A7D20,1,36086618
NG_048281.1,"Butyrivibrio fibrisolvens 1.230 tet(W) gene for tetracycline resistance ribosomal protection protein Tet(W), complete CDS",17-26-A7D20,1,36086618
NG_050211.1,"Escherichia coli N08-1503 blaTEM gene for class A extended-spectrum beta-lactamase TEM-168, complete CDS",17-26-A7D20,1,36086618
NG_050210.1,"Escherichia coli blaTEM gene for class A extended-spectrum beta-lactamase TEM-167, complete CDS",17-26-A7D20,1,36086618
